text,label
나게 하는 방법,0
브섭 주인이 누구?,0
사실 근데 내꺼도 잘안할거같은데,0
의동하면,0
화염딜러로 토파즈를 뽑아버린...,0
이제 1년씩,0
109775244969860300,0
@everyone 자지금 부터 카피바라한테 카피바라 자기가 괴롭힘 당한다라는 말이 내귀에 들린다? 그땐 권력 주령 하강 현질을 하든말든 탐아 7일이다,0
친일파다!!!!!,0
개미쳤디,0
새ㄷㄱㄹ가 웃어?,0
운이 다시 들어오실듯요?,0
박건 어디감,0
저도 폭탄병인데 ㅎㅎ,0
이번 태풍은 확실히 약하다.,0
당신이 뭘 잘못한줄은,0
이거 진짜 개털림,0
맡갸 ㄱㄱ,0
키울거에요,0
우리 마지막이,0
아 전 프사가 최곤디,0
페텔기우스,0
!ㅈㅅ ㄱㅁ 9 2500,0
야 우리학교 사물함 대형임,0
보탐은 또 괜찮네,0
응 너기묘 달이야,0
진미진미딥,0
그래요？,0
채용 떠도,0
간장을 좀 더하면 되잖아..,0
괜찮아요 괜찮아,0
님 뭐함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
대단하군 심땡뽀,0
뭐 원하는사람은 디엠,0
이해가 안돤9,0
나는 걍 부방 일하는거 조언?들으러 온건데,0
포도랑 사과맛ㅅ섞인,0
it's not working,0
그래도 이정도면 완전 안 듣는건 아니지 않을까요,0
나는....진짜....많이 아파서  자는건데.......,0
처음 보는데,0
ㅍㅎ ㅎㅎ,0
아무렇지 않게 동생방가네,0
대 기 석이야,0
그냥 연습판으로 딴 사람들이랑 한거라,0
진짜 똥같군,0
시작 아입니까?,0
애 아녀,0
선우나나까지 깸?ㄷㄷ,0
효자 챸,0
러샤어로 바뀜;,0
머사지,0
아니 진짜 봐봐 한번만 나 한테 막 누나 뭐해 하잖아 - 하나도 신경 안 써 관심도 없어,0
이전 서버 역할이,0
_uuuu asdf 맞음,0
이런것도 다 4강까지 올려봄,0
너는 경고도 16번에 아예 투표 자체도 안했죠,0
매칭 너무 안잡혀,0
덕차고오,0
체스대회하자~,0
제꼬삼!@@,0
<@1270226239537287219> 빨리와,0
왜이상한것만,0
전철탈려고 했는데 전철이 동암역에 있어서 걍 버스탐,0
로블닉: kimtaesan12 나이 : 14 로블록스 스튜디오 경력 : 2년 ~ 3년 로블록스 스튜디오에서 자신이 잘하는 것 : 모델링스크립트gui 꾸미기 들어가고 싶은 이유 : 같이 개발하는 모습을 보고싶어서 규칙 읽으셨나요 : 네 <@&855791702047588352>,0
래바빗보네요,0
그시점부터,0
레드미니다 ㅋㅋ,0
에푸 진심 더위사냥으로 만들어주고 싶다,0
어쩐지 수상했어,0
닼스 나메고,0
~한다 고 생각한다.,0
침.대.,0
헤헤ㅔ헹헤ㅔ,0
!p here with me 1 hour,0
칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼 유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니칼유언니,0
굳이 추가할 필요까지는 없어요,0
웬디님 그거맞죠,0
그건아물어봐다,0
진짜 에바죠~,0
어느 외국인 호구 잡음,0
/바늘속도,0
# 팬카페의 재미있는소식을 소개하는 채널입니다.,0
구글에 어케넣냐고,0
생각해오세용,0
쌈뽕해서,0
what's your name,0
농아쓰레기게임,0
책상에 두유팩 3개있내,0
모를줄;;,0
우리서버중에 조상이 독수리나 몽골인 인사람잇을수도 잇잖아,0
재판 가시죠',0
무무 나랑,0
나는 토일월화금 쉬어,0
할말을 잃어버린 정씨...,0
방닫아놓고이ㅛ으ㅛㅔㅁ,0
?? : 건들지마세요 ((죽여버릴거니까,0
나를 기다려라,0
날 욕한다는거여? ㅠㅠㅠ,0
트위치가 망해서 다들 치지직으로 간다죠... 치지직... 치지직... 치치?,0
내 겔러리에 쵸단없러,0
나도 오늘 방학식 했따,0
근데 카메라 그 in_sine 같은거,0
중국판,0
런닝하면서하는,0
영어 프린트,0
니얼굴 차은우 니얼굴 차은우 니얼굴 차은우,0
잘햇다,0
가족사 아침드라마 찍을동안,0
글자있다,0
감삼댜 ㅠㅠ,0
팥죽이다..,0
나 용용 있음,0
여기도 똑같음,0
차단좀풀어봐,0
ㅇㄴ닷지,0
저 중고나라,0
맵 들어와봐,0
그래도 초포 패키지 좋아요,0
actuaally what about now,0
떡뽁이얘기나와서,0
프리깃이나 타고,0
킹만해..,0
오토바이춤 ㄱㄱ,0
인파 아직이야.?,0
50-1 지혜공영차고지,0
버스기사 택시 기사 인증 닉hhaaajjjoo,0
럭기가,0
!!p 요아소비 조금만 더,0
점점 당근장사,0
포트도 바꾼겨,0
폰 cpu 80도네,0
질산화 나트륨,0
억까당해요,0
그거 꽤 위험한,0
이거 스카이님인데,0
필리핀 애들도,0
초 나타내는 바늘 아님?,0
배드워즈 말고,0
좀고가 멈췄어요,0
야짤 ㄱㄱ,0
jamie_han.aternos.me,0
상병 선임이다,0
내가 에스파다 수장 말할때,0
6시다,0
저가 더 잘하네요,0
ssd는 980인데,0
그냥 길거리 아니냐고,0
나를막을순,0
저 해피,0
깨끗하게 좀 먹어라,0
발신자,0
그ㅜㄴ대,0
던파광고줬는데,0
제 짭이에용,0
ㅋㅋㅋㅋ ㅎㅇㅌ,0
밑에있다가 뻘줌하게 있을빠에,0
진심이면은,0
참여 하겠습니다!!!!,0
언년이 나 탐아 1시간 씩이나 맥임?,0
<>  남은,0
나 키리코,0
４등 사과。,0
자연회복하면됨,0
트롤은 안함,0
요미님 조사해보죠,0
마판 수 다,0
이미본거였어,0
殺すか,0
3달전 만든 야마토,0
32렙은,0
피곤하게 산다,0
마각 빙각 중각 독각 쿠릉 4000렙 이상 하실분 daehee_v,0
muck 재밌누,0
아프지않다>->,0
아니명 탕비실 과자 뜯으러?,0
파업하자,0
그것도 재미있을듯,0
우리 반짝반짝 별처럼 예쁜,0
빗나갈확률,0
그럼누가했어요?,0
고든핟교바니바이,0
벌레 맞음,0
취약 맞춰서,0
의견 좀,0
모티 점수 신경 안써서ㅋㅋ,0
혹시.?,0
듣는거 끌게염,0
소환하는 제단임,0
나도 서폿유저!,0
검투사고요,0
원포올 그게 무슨능력이길레 그래,0
더운데 캬,0
쉬우라고 만든거,0
단한번의 달빛을 내 눈에 담았어~,0
아니 그니까 거기가!!!!!!!!,0
정옵을주는거임?,0
우군의,0
lets go get some free role,0
아 ㅋㅋㅌㅋ,0
저 한번 도와주실수 있나요,0
오지선다 심하면 십지선다까지,0
거기 만명입니다,0
!!p 할아버지 나무를 베다가,0
1. <@954906185994207252> 도와서 일하기  2.점토 3상자캐기 3.광질하기,0
내가 걍 알려줄게,0
사람들이 더싫어해,0
아니 제목이,0
굶기,0
님들 지금 장난같죠?,0
곽테말라산원두로만든커피 #곽테말라1,0
화욜곡소리나겟네,0
크시야 <@1189157267749220383> 가 너 좋대,0
로또가 답이다,0
목소리가 없어요,0
알겠지 뭐,0
둘째 녹스,0
보류할게요,0
근데 이것도 타 스트리머야?,0
어 유크 취향,0
친추안옴,0
돈이왜필요해,0
아니라고 생각하는 부분,0
d컵됄듯,0
기권패로,0
난 원수가 없거든,0
개킹받아ㅋㅋㅋㅋㅋ,0
서버접속 1주였어?,0
maybe u can teachme,0
when i was your man?,0
hot sweet,0
피눈 한개로 히꼬1해지3 구합니다 (급구),0
깔꼼한게 좋지 뭐,0
저는 2만 남아서,0
1초도 안걸려요,0
어흐끅,0
잼민킹같은 애들,0
굳이 블라 시켜서,0
경찰이 구해줘야됨,0
근데 진짜 갑자기요?,0
가고요 v2 v3 도 나옵니다,0
새벽짱 하요,0
장비 안좋은 페이커랑 민규랑 롤 하면 누가이김,0
엄마 여기부터 분기일걸요,0
ㅋㅋㅋ 폭탄도 pve는 좋아요,0
우리엊재놀아,0
저희방에도,0
오늘도 이렇게 너를 보낸다,0
너 나랑 안 친할때,0
내가 백배 천배 만배 더 슬퍼,0
꿀벌님,0
박력넘쳐,0
발로 17레벨,0
나도 반격은 했는디 지가 빡쳐서 나감,0
알렉스햄,0
아니였노,0
저거 전에타던차야,0
렙업하러 ㅌㅌ,0
샀던건데요?,0
말ㄹ함ㅅㄴ,0
/제이7,0
거기서 특정 랭크만 개인 서버 옇수 있는데,0
차은우라서,0
위도우 한정스킨,0
케이크 서버가 만들까요?,0
판을 잘 깔아놓으면데,0
폴라부채 노강 팝니다@@@@,0
개착해,0
얼굴이 먼저야?,0
좀있다 말할께요,0
리피아 쓸까,0
좀만 기달ㄹ리샘,0
난 놀릴때 재밌었는데,0
응원해야지..,0
설마 오늘 시험끝난기념 깜짝 방송?,0
ㄴㄴ 서울에봄은,0
무슨 피빕,0
그게 등까지 98인지,0
여기서 한개 더 소개하자면,0
팀버스임?,0
이실없이멋진세상은나를위해있어,0
둘다 정지잖아,0
다빈님프사가ㅋㅋㅋ,0
밤까지는,0
걍 쉘리 ㄱ,0
임모탈조,0
나 밖에서 소리들려 ㅋㅋ,0
하이패스임?\,0
사람이 얘기를 하고있는데 보내ㅐㅠㅠ',0
기칠님,0
anjajrwl,0
진짜 우울하다,0
현상 팔아요 (갠디)(현상 270만)한 입에 700원 선만 받아요,0
!p 수월경화,0
서버 구동기 하기 귀찮으니 하마치로 하셈,0
채보 잘 짜게 해주세요 290일차,0
형뭐할꺼야>?,0
이거 어케하는지 아시는분,0
나의 물,0
두 귀여미들은,0
cj는 걍 제 사랑,0
아니저기요님,0
<> 질문 할게,0
4060이야,0
무슨 단합력 키우기여,0
파인애플 피자를....,0
소떡 으미라는데,0
어허 1주일당 10퍼 이자할거야 ㅠㅠㅠㅠ,0
유인유도 미사일,0
울러,0
내 도배방 어디갔노;; 3180,0
지호는 똑같이,0
녹음중임,0
탐ㅇ야,0
애니채색이세상에서제일커찮다..,0
아 형님들이 발로 한다는게 짜증난다는거 아닙니다! ㅋㅋ,0
다들 슬픈사연이잇네..,0
난 멍청이로 저장해둬서,0
디코방을,0
자 뇌절을 하면 죽이는 수가 있어요,0
원곡임,0
전 요즘 다시 탑건 나오던데,0
<@&772490776126029884>  골 플 구간 같이 티어 올리실 분 구합니다,0
이거 점검보상으로 50가스는 줘야할듯 ㄹㅇ,0
와 이형봐라?,0
982번은 브라질분입니다.,0
iya gabisa bro mksud gue utk ngakalin log outnya aja jadi pelajaran buat semua deh awkawkkaw,0
재밌는거 많음,0
문문 무제요?,0
이름 바꿀께,0
쏘십ㆍ소,0
욕하지마세요...ㅠ,0
host asia elite later?,0
본인은 가는데 내일 투표 결과 볼낍니다,0
글씨연습을 저걸로 하냐고요,0
djmax 피파 스타 배그 롤,0
39.1,0
딱 치킨 오니까 비 왕창 오네여,0
그냥 상성이잖아,0
나도 개많이받음,0
한구긴이 아니신가...,0
완전 노안이잖아 ㅎㅎ 할매한테 젊다고 ㅍㅎㅎㅎ,0
째려보지 말라칼께,0
wㅔ에서,0
씼으러갔음,0
인정하지???,0
그치?!?!?!?!?!?,0
남자는 소드지,0
최민희 의원을 이재명 정부 총리로! 다음은 대권 도전.,0
니 방 왜,0
여우가 연락을 안 받음,0
블티는 내가 지킨다,0
님들 다투지말고,0
기니피그 티셔츠 입고온 이유,0
근데 마멜이거,0
넌 나카,0
지식인에 전문가가 얼마나 많은데,0
님 몇시에 일어남,0
기훈아 데려가라,0
구구덕 다들 어ㄸ애?,0
초반에 칼을 타면 첫 보스몹이 다른 좋은 걸 꼭 주겠지?,0
큭.. 땡큐..,0
킬러 코인방인데,0
신규과금도,0
쌔냐,0
니 역겹다고,0
탐아 10시간(?),0
유령왜,0
wp터졌다,0
gd도아니고 ㅉ,0
대공포로 궤도나 승무원 갉아버려서 남이 잡게 하거나,0
1하프,0
윤비,0
3천 갈끄니깐,0
그햄스터사진,0
뭐가 무죄 유죄?,0
t가 욕임?,0
누가 2등?,0
저한테도 연락와서,0
무슨 게임 해볼까요,0
유리팀원역시,0
어이 화력좌,0
3학년에 잘생긴 형 있는데 번호 7명한테 따임 ㅋㅋㅋ,0
ㅋㅋㅋㅋㅋ led 불나오는 삑삑이 소리나는 신발,0
새벽에 깨어있는데 누가 들어와서 내정보랑 자기소개 잘 했다 하면,0
네라검 달라고 찡찡댄다음에,0
# 에바죠,0
오늘도 맨탈 나가고 정신상태 조졌지만,0
다리가 강@간 가해자임,0
유틸로 바꿨다가,0
문어님 부를게요,0
hey hongmang,0
나 코드좀줘,0
시은이가,0
！인증,0
나는 빡집중하면,0
로블록스 아이디:(선택사항)   (로블록스 아이디 적을시)  로블록스 프로필 링크:  들어온 이유: 무료배포 먹을라고.  자기가 말하고 싶은것: not,0
매료각 집어치우고,0
쿠드랴프카의 애교부리기,0
음주운전은 살인죄로 처벌하는 강력한 법 만들어야 합니다. 죄없는 사람들이 하나 둘 죽어갑니다. 정부는 뮈하는지요?,0
배브르다한끼,0
대천사 옵추히스토리 가르강 리메도,0
노예가 얼마나 좋으면,0
봉옥 먹으면,0
이성애자 인척을 해야했으니까,0
제꺼는,0
아 아니다 저 좀만 누워잇다올께여,0
응느그빵즈,0
나는 음식남기면 치울줄몰라서,0
곱창을 먹을까요,0
저건 개인의실순데,0
통치자가 무관심함,0
게딱지가 떴다는 이유로 차단한다 뭐 한다 지금 이러고 있는데 이러면 뭐 집단적으로 갈구는거 밖에 안보이는데,0
콘부단은,0
100억으론어림도없겠네,0
멘션 초과떄문에,0
몇개보내줌,0
할말이 그거니,0
했는데 무능력 떠라,0
수수료 제외,0
먹일게요~,0
879494753  889973234,0
혹시 어떻게 계승하셨나요?,0
포트 이제 곧 올텐데,0
억울햇지,0
누군안놀래서,0
스핀..?,0
아스고어는 고개를 내리면서 공격력이 약해지고 방어력이 약해짐,0
추워서 이 날씨에 자전거 한시간 타면 감기 걸릴느낌,0
아 22~24 우힝 경기도 있습니다,0
어어 랍치 말고,0
물갈이 맞다?,0
저희 이따 오랜만에 테런에서 만날거에요~!,0
나 글고 님 죽는거보고 건틀 썼는데 못맞춤,0
계급 드릴게요,0
읡?읡?읡?읡?읡?읡?읡?읡?읡?읡?읡?읡?,0
스껄은 다가와 오에이~,0
저건 말 그대로,0
중정 가셔야죠,0
크시야 이하늬,0
좀만 더버텨,0
저희 애들대리고 저기 애플이란분 죽일거 시비를 너무 많이털어서 ㅋㅋ,0
갓벤져스 누님들 리스펙,0
랭중인데,0
내가 브펜을 켜서,0
개웃이네,0
회백토,0
요즘 하고 있는거,0
왜 자신이 한말을 까먹니,0
똥꼬네 ㅡㅡ,0
ㅇㅌㅂ업ㄱ지????,0
<@798051643915501590>  나랑뜨자,0
????난뭔데...ㅠㅠ,0
우리 방송국 설립이,0
누구시지..헤으응♡,0
잼 민 킹,0
허릉,0
안개걔정으로,0
그거 신고했다고,0
직구 할꺼 왜 명품사나ㅋㅋㅋ300짜리 기본 얘기 한거 아닌데ㅋㅋㅋ 300짜리도 직구해서 사야함?,0
마이크 안 키면 섭차,0
아~ 재밌다~!,0
재현해보러감,0
오라클(라고 할뻔),0
안올껀뎅,0
siooo,0
그럴만도?,0
저는 서브웨이 30cm 하나요,0
이정도면 홍보관 리더 라는 젝을 멍ㅎ들어야되겠ㄷ,0
뭐 사죠,0
무능력자는 저런 고민 안해도 된다,0
음료수안사옴,0
내가 권한을 가지고,0
나가리!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
0솔,0
우동우동우동,0
해보 안대리고가면 뉴비들울겠네,0
타임스토프 ㅋ,0
산게 아니라,0
리방할개여,0
담주 올릴수있을지,0
나무안캐는 사람중에,0
근데 혹시 초등학생도 될려나요...?,0
여장해야지 ㅂㅂ,0
뭔 나히아 드립이세요,0
니네 집에 가면,0
나 브반인데 경고 7개 다,0
아포만,0
꾸자(?),0
이거 녗전?,0
음주는 빼줄거 같은데 ? 열팔,0
챨쌱,0
내가 또 얼마전에 연세대 가봤지,0
이제 쓸모있,0
14년생,0
나엿먹었어..,0
개꿀딱임여,0
충전기가 없네,0
저거 받을게요,0
이승민 이건민,0
3마넌 돈,0
<@990919504693436436> 완성 됐나요,0
거의 40분 하는 듯?,0
서버차단 일주일 먹고싶은건가요?,0
그 순우리말 보면 가끔 영어처럼보이는 단어들도 있긴해서,0
공격 ㄱㄱ,0
혁명적으로 설득시켜서,0
황준서 문동주 노시환 채은성 김태형,0
이글주세요,0
이거 잇냐,0
검열봇 고장났다,0
야이자식아나학교라곸,0
잘못된,0
진지한거임,0
끄지망 ㅜㅜ,0
오늘 하실ㄹ?,0
칼날비 들고,0
좋아하는 애 주면 되는데,0
부들부들..,0
어케 이긴다는거야,0
21억이라,0
제 신발 줄수 있는 상황일때 알려줄 실 수 있나요?,0
ㅁ 당분간은 문제업어,0
이천은,0
cpu scared of me fr,0
엄마랑전화ㅋㅋㅋㅋ ㅋㅋㅋ,0
주식은 저랑 안맞는 듯합닏,0
원필이가 날 왜 도움,0
참고 바랍니다.,0
난 빠져나왔슴,0
tmi를 풀자면,0
이게 개좋다거,0
저도 후자 같거든요,0
캐릭칸은13개정도남고,0
응그러쿠나 ㅎㅎ,0
겜 이상해짐,0
낼부턴 다시 반출 시작하겠읍니다,0
아즈매들..밥을..드세여,0
댜충 20만,0
상원이랑 하원은 같은 위치긴 함,0
jemzthejamz_30,0
난 나중에돌릴게,0
막씀,0
